EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,Performance_Rating,Work_Life_Balance,Probability,Risk
EMP_6170,42.0,Marketing,Marketing Manager,12318.0,8,0,1.0,3,1,56.06,Medium Risk
EMP_7400,29.0,Customer Support,Sales Representative,21054.0,1,0,1.0,1,2,56.05,Medium Risk
EMP_6105,50.0,Human Resources,Marketing Manager,5986.0,9,1,1.0,4,3,56.03,Medium Risk
EMP_9916,57.0,Sales,Marketing Manager,24688.0,18,1,2.0,4,4,55.97,Medium Risk
EMP_3964,22.0,Operations,Supply Chain Manager,22774.0,6,2,3.0,4,1,55.91,Medium Risk
EMP_4301,59.0,Customer Support,Marketing Manager,17510.0,14,4,2.0,4,1,55.89,Medium Risk
EMP_2742,48.0,IT,Sales Representative,12355.0,17,0,3.0,2,2,55.84,Medium Risk
EMP_3291,37.0,Operations,Sales Representative,4512.0,17,4,4.0,2,1,55.84,Medium Risk
EMP_6445,33.0,Legal,Staff,6529.0,4,2,3.0,4,1,55.84,Medium Risk
EMP_8651,28.0,Customer Support,Marketing Manager,19435.0,9,7,4.0,4,3,55.82,Medium Risk
EMP_5945,50.0,IT,HR Manager,3022.0,14,3,2.0,3,1,55.81,Medium Risk
EMP_8353,49.0,Operations,Lab Technician,15525.0,8,0,3.0,2,1,55.77,Medium Risk
EMP_7920,50.0,Legal,Research Scientist,16028.0,3,2,1.0,2,3,55.76,Medium Risk
EMP_2042,44.0,Unknown,Sales Representative,16824.0,9,0,1.0,4,1,55.73,Medium Risk
EMP_6857,36.0,Customer Support,Marketing Manager,15247.0,8,3,2.0,3,1,55.71,Medium Risk
EMP_1659,36.0,Operations,Marketing Manager,21848.0,19,0,3.0,3,2,55.69,Medium Risk
EMP_5601,40.0,Legal,Marketing Manager,6694.0,17,3,3.0,3,4,55.68,Medium Risk
EMP_1900,55.0,Operations,Operations Manager,15952.0,15,0,2.0,4,1,55.68,Medium Risk
EMP_1852,30.0,Customer Support,Marketing Manager,5376.0,15,0,1.0,4,3,55.65,Medium Risk
EMP_5429,45.0,Customer Support,Lab Technician,11862.0,10,6,2.0,4,3,55.65,Medium Risk
EMP_2728,36.0,Customer Support,Staff,16417.0,2,0,1.0,4,2,55.61,Medium Risk
EMP_2590,22.0,Marketing,Supply Chain Manager,9938.0,3,0,3.0,4,1,55.6,Medium Risk
EMP_6717,52.0,Human Resources,HR Manager,7622.0,7,0,2.0,4,2,55.54,Medium Risk
EMP_3176,50.0,Human Resources,Finance Analyst,4292.0,5,0,2.0,4,3,55.48,Medium Risk
EMP_7868,23.0,Operations,Marketing Manager,17578.0,18,0,4.0,2,2,55.48,Medium Risk
EMP_9157,59.0,Customer Support,Marketing Manager,3210.0,5,5,1.0,4,2,55.39,Medium Risk
EMP_8611,52.0,Finance,HR Manager,13974.5,5,3,1.0,4,1,55.38,Medium Risk
EMP_2173,57.0,Legal,Supply Chain Manager,14311.0,20,3,2.0,4,3,55.38,Medium Risk
EMP_4155,42.0,Human Resources,Marketing Manager,13974.5,10,7,3.0,3,2,55.36,Medium Risk
EMP_6756,49.0,IT,Sales Representative,13974.5,18,7,1.0,4,3,55.33,Medium Risk
EMP_7528,44.0,IT,HR Manager,10457.0,8,0,2.0,4,3,55.3,Medium Risk
EMP_7087,41.0,Finance,Marketing Manager,8352.0,20,5,3.0,4,2,55.25,Medium Risk
EMP_8488,58.0,Legal,Marketing Manager,9230.0,13,2,1.0,3,1,55.25,Medium Risk
EMP_2560,52.0,Manufacturing,Lab Technician,8888.0,2,0,2.0,3,1,55.22,Medium Risk
EMP_1399,59.0,Human Resources,Lab Technician,7578.0,4,0,3.0,2,4,55.2,Medium Risk
EMP_5981,44.0,IT,Research Scientist,12654.0,10,2,1.0,2,1,55.2,Medium Risk
EMP_9073,53.0,Operations,IT Manager,21025.0,1,1,3.0,3,1,55.2,Medium Risk
EMP_8437,33.0,Manufacturing,HR Manager,17698.0,16,2,1.0,3,1,55.09,Medium Risk
EMP_7316,59.0,Sales,Research Scientist,17556.0,8,1,2.0,3,1,55.09,Medium Risk
EMP_3021,45.0,Manufacturing,Marketing Manager,19844.0,6,2,2.0,3,3,55.07,Medium Risk
EMP_1111,26.0,Legal,Supply Chain Manager,11363.0,4,0,1.0,4,1,55.07,Medium Risk
EMP_6981,51.0,Human Resources,Supply Chain Manager,14110.0,8,4,3.0,3,1,55.07,Medium Risk
EMP_1030,32.0,IT,Marketing Manager,21839.0,12,1,1.0,1,4,55.06,Medium Risk
EMP_5334,37.0,Operations,Supply Chain Manager,14689.0,14,4,3.0,4,1,55.03,Medium Risk
EMP_7747,48.0,IT,Paralegal,8096.0,13,4,1.0,2,1,55.03,Medium Risk
EMP_3977,29.0,Customer Support,Marketing Manager,9440.0,1,0,4.0,4,4,54.96,Medium Risk
EMP_3502,28.0,Operations,Marketing Manager,23899.0,2,1,4.0,4,4,54.9,Medium Risk
EMP_1895,52.0,IT,Supply Chain Manager,15050.0,10,0,2.0,3,1,54.85,Medium Risk
EMP_1916,55.0,IT,Marketing Manager,7077.0,2,2,2.0,2,3,54.85,Medium Risk
EMP_5503,59.0,Manufacturing,HR Manager,14345.0,2,0,3.0,4,1,54.84,Medium Risk
EMP_2080,25.0,Operations,Marketing Manager,4235.0,19,0,2.0,3,1,54.79,Medium Risk
EMP_3842,44.0,Human Resources,Executive,12954.0,2,1,1.0,1,1,54.76,Medium Risk
EMP_9623,22.0,Sales,Supply Chain Manager,7027.0,18,5,1.0,4,3,54.75,Medium Risk
EMP_2997,27.0,Sales,IT Manager,24232.0,5,0,1.0,3,1,54.72,Medium Risk
EMP_9753,51.0,Operations,Lab Technician,9855.0,6,3,1.0,3,1,54.7,Medium Risk
EMP_4231,50.0,IT,Lab Technician,15518.0,11,2,2.0,4,2,54.62,Medium Risk
EMP_2868,56.0,Customer Support,Marketing Manager,14881.0,2,1,2.0,4,4,54.6,Medium Risk
EMP_3920,58.0,Sales,Marketing Manager,22203.0,12,3,1.0,3,1,54.59,Medium Risk
EMP_7078,49.0,IT,Research Scientist,21193.0,1,0,1.0,3,1,54.57,Medium Risk
EMP_3689,50.0,Legal,Production Technician,12209.0,5,0,1.0,2,1,54.57,Medium Risk
EMP_3089,58.0,Marketing,Lab Technician,12125.0,5,0,3.0,4,4,54.56,Medium Risk
EMP_5290,42.0,Human Resources,Marketing Manager,9494.0,13,3,1.0,1,4,54.54,Medium Risk
EMP_5266,24.0,Legal,Marketing Manager,16717.0,15,4,3.0,4,1,54.54,Medium Risk
EMP_9044,52.0,Manufacturing,Sales Representative,8820.0,13,5,3.0,4,3,54.53,Medium Risk
EMP_8300,54.0,Legal,Marketing Manager,10235.0,5,0,4.0,4,3,54.53,Medium Risk
EMP_1218,48.0,Manufacturing,Marketing Manager,20921.0,6,6,2.0,2,1,54.52,Medium Risk
EMP_3991,42.0,IT,Marketing Manager,9212.0,5,0,3.0,4,2,54.51,Medium Risk
EMP_2426,39.0,Operations,Lab Technician,21070.0,9,2,3.0,4,3,54.5,Medium Risk
EMP_3583,40.0,IT,Support Specialist,24718.0,5,0,1.0,3,1,54.48,Medium Risk
EMP_3091,31.0,Human Resources,HR Manager,20058.0,4,3,1.0,1,1,54.47,Medium Risk
EMP_1397,60.0,Operations,IT Manager,23217.0,19,0,2.0,4,2,54.39,Medium Risk
EMP_3705,27.0,Sales,HR Manager,5604.0,3,1,1.0,4,1,54.37,Medium Risk
EMP_4202,38.0,Marketing,Marketing Manager,8919.0,9,0,3.0,2,3,54.29,Medium Risk
EMP_2467,43.0,Legal,Sales Representative,12653.0,16,2,3.0,3,2,54.22,Medium Risk
EMP_3526,47.0,Sales,Supply Chain Manager,13974.5,4,3,4.0,4,4,54.16,Medium Risk
EMP_3556,47.0,Customer Support,Marketing Manager,19364.0,5,3,3.0,4,3,54.14,Medium Risk
EMP_8628,34.0,Customer Support,Marketing Manager,4233.0,2,1,4.0,3,2,54.14,Medium Risk
EMP_4906,31.0,Human Resources,Sales Representative,14283.0,11,1,3.0,2,1,54.13,Medium Risk
EMP_2967,39.0,Operations,Marketing Manager,14261.0,17,5,4.0,1,1,54.08,Medium Risk
EMP_1553,44.0,Customer Support,Marketing Manager,4184.0,7,1,4.0,4,4,54.07,Medium Risk
EMP_7583,35.0,Sales,Accountant,21990.0,15,1,3.0,4,2,54.05,Medium Risk
EMP_5831,45.0,Marketing,Lab Technician,20354.0,3,3,2.0,4,1,54.05,Medium Risk
EMP_8207,51.0,Marketing,Marketing Manager,24898.0,13,4,3.0,2,1,54.03,Medium Risk
EMP_8661,30.0,Manufacturing,Marketing Manager,21330.0,19,0,3.0,1,1,54.02,Medium Risk
EMP_8456,34.0,Finance,Lab Technician,6999.0,16,1,3.0,2,2,54.02,Medium Risk
EMP_8991,59.0,IT,Supply Chain Manager,15541.0,6,1,2.0,4,1,53.99,Medium Risk
EMP_6269,47.0,Operations,Support Specialist,12028.0,20,1,2.0,4,3,53.97,Medium Risk
EMP_5751,35.0,Legal,Supply Chain Manager,12820.0,8,1,3.0,4,3,53.96,Medium Risk
EMP_6775,52.0,Human Resources,Supply Chain Manager,16071.0,11,4,2.0,3,4,53.94,Medium Risk
EMP_5907,35.0,Sales,Marketing Manager,7573.0,4,4,1.0,4,2,53.9,Medium Risk
EMP_9505,35.0,Legal,Lab Technician,8241.0,4,2,1.0,4,1,53.9,Medium Risk
EMP_4660,49.0,Human Resources,Marketing Manager,4570.0,1,0,1.0,2,3,53.85,Medium Risk
EMP_5164,48.0,Legal,Operations Manager,21114.0,1,1,2.0,3,3,53.82,Medium Risk
EMP_1440,57.0,Legal,Marketing Manager,17368.0,17,7,1.0,3,1,53.8,Medium Risk
EMP_2575,46.0,IT,Marketing Manager,24515.0,1,1,1.0,2,2,53.74,Medium Risk
EMP_8363,49.0,Sales,Marketing Manager,21584.0,12,5,1.0,3,3,53.73,Medium Risk
EMP_4247,23.0,Marketing,Marketing Manager,9758.0,5,5,4.0,2,3,53.72,Medium Risk
EMP_6473,35.0,IT,Lab Technician,10318.0,15,1,2.0,2,1,53.68,Medium Risk
EMP_9735,44.0,Customer Support,Supply Chain Manager,13974.5,2,0,3.0,3,3,53.61,Medium Risk
EMP_4578,29.0,Legal,Marketing Manager,8523.0,12,1,1.0,4,2,53.61,Medium Risk
EMP_6773,38.0,Operations,Marketing Manager,20581.0,16,2,2.0,3,1,53.59,Medium Risk
EMP_5661,41.0,Human Resources,Staff,23925.0,2,0,2.0,1,2,53.59,Medium Risk
EMP_7098,55.0,Customer Support,Paralegal,22850.0,13,1,1.0,4,1,53.58,Medium Risk
EMP_1469,59.0,Unknown,Operations Manager,23747.0,3,0,1.0,2,1,53.56,Medium Risk
EMP_4241,26.0,Operations,Lab Technician,6422.0,19,6,1.0,3,3,53.55,Medium Risk
EMP_5348,60.0,Operations,Marketing Manager,20513.0,10,1,3.0,3,4,53.55,Medium Risk
EMP_6843,24.0,Marketing,Marketing Manager,13308.0,3,2,1.0,4,3,53.54,Medium Risk
EMP_8803,51.0,Manufacturing,Operations Manager,3993.0,19,5,1.0,2,1,53.54,Medium Risk
EMP_1664,37.0,Manufacturing,Marketing Manager,12273.0,15,3,1.0,2,3,53.5,Medium Risk
EMP_7899,51.0,Sales,Production Technician,18547.0,2,0,1.0,3,4,53.49,Medium Risk
EMP_9019,58.0,Customer Support,Supply Chain Manager,14902.0,10,2,3.0,2,2,53.45,Medium Risk
EMP_9642,48.0,Operations,Lab Technician,20880.0,11,1,4.0,4,2,53.4,Medium Risk
EMP_9494,32.0,Customer Support,Sales Representative,24810.0,4,1,1.0,4,1,53.4,Medium Risk
EMP_1721,54.0,Legal,Finance Analyst,10592.0,11,1,1.0,3,4,53.38,Medium Risk
EMP_4856,22.0,Legal,Sales Representative,9571.0,12,3,3.0,1,1,53.37,Medium Risk
EMP_9401,33.0,Customer Support,Marketing Manager,8242.0,19,3,1.0,2,3,53.34,Medium Risk
EMP_4815,45.0,Human Resources,Lab Technician,17860.0,3,3,2.0,3,3,53.29,Medium Risk
EMP_3075,53.0,Human Resources,Marketing Manager,12127.0,6,6,1.0,3,2,53.27,Medium Risk
EMP_3794,40.0,Marketing,Operations Manager,24611.0,5,2,1.0,3,2,53.26,Medium Risk
EMP_6673,43.0,Manufacturing,Sales Representative,16067.0,12,1,1.0,1,1,53.26,Medium Risk
EMP_5958,29.0,Human Resources,Research Scientist,5073.0,40,1,4.0,4,1,53.25,Medium Risk
EMP_3675,26.0,IT,Executive,3260.0,15,1,1.0,4,1,53.21,Medium Risk
EMP_7137,28.0,IT,Marketing Manager,12771.0,6,5,1.0,4,4,53.19,Medium Risk
EMP_6333,25.0,IT,Lab Technician,13222.0,7,6,1.0,4,2,53.18,Medium Risk
EMP_7300,31.0,Operations,Marketing Manager,20231.0,10,7,3.0,2,4,53.18,Medium Risk
EMP_7722,58.0,Operations,Staff,6631.0,6,1,2.0,3,2,53.16,Medium Risk
EMP_8320,60.0,Operations,IT Manager,9427.0,19,0,4.0,3,3,53.16,Medium Risk
EMP_8055,57.0,Finance,Supply Chain Manager,24524.0,9,4,2.0,1,3,53.16,Medium Risk
EMP_8378,56.0,Operations,Supply Chain Manager,5446.0,2,2,4.0,2,3,53.13,Medium Risk
EMP_3460,35.0,Sales,Supply Chain Manager,13974.5,1,1,3.0,2,1,53.11,Medium Risk
EMP_2447,49.0,Operations,Lab Technician,3353.0,8,1,3.0,4,1,53.08,Medium Risk
EMP_5902,56.0,Sales,Lab Technician,24563.0,16,3,4.0,4,1,53.07,Medium Risk
EMP_5263,45.0,Human Resources,Marketing Manager,19607.0,20,3,3.0,3,1,53.0,Medium Risk
EMP_6398,53.0,Manufacturing,Marketing Manager,17649.0,7,2,3.0,1,2,52.99,Medium Risk
EMP_7148,49.0,IT,Operations Manager,9066.0,1,0,3.0,3,4,52.98,Medium Risk
EMP_6386,23.0,IT,Operations Manager,24374.0,7,1,2.0,3,3,52.97,Medium Risk
EMP_7486,38.0,Human Resources,Lab Technician,11275.0,20,5,1.0,1,3,52.95,Medium Risk
EMP_6370,57.0,Operations,Marketing Manager,13974.5,2,0,3.0,3,2,52.95,Medium Risk
EMP_6849,35.0,Human Resources,Marketing Manager,4541.0,1,1,3.0,3,4,52.94,Medium Risk
EMP_4651,45.0,Marketing,Lab Technician,24408.0,3,2,4.0,4,1,52.92,Medium Risk
EMP_5986,57.0,Marketing,Research Scientist,19102.0,4,0,4.0,4,2,52.88,Medium Risk
EMP_9281,47.0,Sales,Lab Technician,10680.0,2,1,4.0,1,2,52.87,Medium Risk
EMP_9793,33.0,Legal,Marketing Manager,20744.0,14,5,1.0,2,2,52.82,Medium Risk
EMP_4257,59.0,IT,Marketing Manager,14411.0,1,0,3.0,2,1,52.81,Medium Risk
EMP_7955,46.0,Operations,Lab Technician,12498.0,19,1,4.0,2,3,52.8,Medium Risk
EMP_6931,52.0,Customer Support,Manufacturing Director,7250.0,5,0,4.0,4,1,52.79,Medium Risk
EMP_7364,29.0,Manufacturing,Marketing Manager,6389.0,14,5,1.0,1,2,52.78,Medium Risk
EMP_6626,52.0,Operations,Research Scientist,6697.0,3,0,2.0,2,2,52.77,Medium Risk
EMP_8994,43.0,Customer Support,Lab Technician,8828.0,8,6,3.0,3,4,52.77,Medium Risk
EMP_1096,38.0,Marketing,Marketing Manager,13413.0,2,0,2.0,4,1,52.76,Medium Risk
EMP_1816,50.0,Manufacturing,Lab Technician,22623.0,14,3,1.0,2,1,52.75,Medium Risk
EMP_1914,36.0,Finance,Marketing Manager,9263.0,18,6,2.0,2,2,52.72,Medium Risk
EMP_7541,57.0,Legal,Marketing Manager,6103.0,4,4,3.0,1,1,52.71,Medium Risk
EMP_3012,34.0,Sales,Operations Manager,17788.0,4,0,4.0,4,3,52.7,Medium Risk
EMP_8151,38.0,IT,Marketing Manager,18500.0,11,4,4.0,2,1,52.68,Medium Risk
EMP_4796,44.0,Human Resources,Supply Chain Manager,13974.5,2,1,1.0,1,1,52.62,Medium Risk
EMP_4872,28.0,Legal,Supply Chain Manager,20642.0,5,2,4.0,4,1,52.62,Medium Risk
EMP_3699,49.0,Human Resources,Operations Manager,13974.5,20,1,2.0,3,4,52.56,Medium Risk
EMP_5262,42.0,Manufacturing,Staff,7615.0,6,3,3.0,4,2,52.53,Medium Risk
EMP_6056,58.0,IT,HR Manager,18069.0,3,0,4.0,4,4,52.53,Medium Risk
EMP_7986,57.0,Operations,Lab Technician,9482.0,4,0,3.0,4,3,52.53,Medium Risk
EMP_8354,41.0,Customer Support,Supply Chain Manager,12323.0,16,4,3.0,1,2,52.52,Medium Risk
EMP_3307,51.0,Customer Support,Marketing Manager,23511.0,3,1,2.0,3,4,52.5,Medium Risk
EMP_2075,55.0,Customer Support,Sales Representative,15066.0,5,2,2.0,2,1,52.5,Medium Risk
EMP_7664,33.0,Sales,Marketing Manager,17831.0,1,0,1.0,4,4,52.47,Medium Risk
EMP_7894,50.0,Human Resources,Accountant,20637.0,9,1,2.0,4,1,52.47,Medium Risk
EMP_1382,38.0,Customer Support,Support Specialist,12794.0,3,1,2.0,3,2,52.47,Medium Risk
EMP_5380,45.0,Manufacturing,Marketing Manager,8671.0,19,0,4.0,4,3,52.46,Medium Risk
EMP_3206,55.0,Operations,HR Manager,12231.0,18,0,1.0,4,1,52.45,Medium Risk
EMP_1668,55.0,IT,Marketing Manager,23491.0,4,4,3.0,3,2,52.44,Medium Risk
EMP_1059,57.0,IT,Production Technician,20574.0,9,0,4.0,4,4,52.44,Medium Risk
EMP_4694,54.0,Operations,Lab Technician,11599.0,20,2,1.0,3,3,52.42,Medium Risk
EMP_9153,32.0,Human Resources,Operations Manager,5587.0,20,6,2.0,4,3,52.42,Medium Risk
EMP_9339,45.0,Customer Support,HR Manager,7611.0,14,2,2.0,3,1,52.41,Medium Risk
EMP_8700,52.0,Operations,Marketing Manager,24826.0,16,6,3.0,2,3,52.4,Medium Risk
EMP_3604,55.0,Customer Support,Marketing Manager,9833.0,13,0,4.0,2,4,52.39,Medium Risk
EMP_5054,31.0,Legal,Marketing Manager,15111.0,8,5,2.0,2,4,52.39,Medium Risk
EMP_7883,39.0,IT,Marketing Manager,17246.0,19,8,4.0,3,4,52.36,Medium Risk
EMP_9904,57.0,Operations,Operations Manager,17036.0,9,5,3.0,3,1,52.34,Medium Risk
EMP_3666,58.0,Operations,Research Scientist,17253.0,4,3,2.0,4,1,52.33,Medium Risk
EMP_1057,49.0,Customer Support,Supply Chain Manager,13699.0,13,6,1.0,1,1,52.32,Medium Risk
EMP_9329,34.0,Human Resources,Marketing Manager,20621.0,2,2,4.0,2,1,52.3,Medium Risk
EMP_4229,50.0,Human Resources,Software Engineer,11108.0,18,0,2.0,4,3,52.29,Medium Risk
EMP_3435,53.0,Finance,IT Manager,15095.0,9,1,1.0,4,1,52.25,Medium Risk
EMP_7032,37.0,Customer Support,Sales Representative,20473.0,14,1,3.0,4,3,52.25,Medium Risk
EMP_4975,23.0,Customer Support,Lab Technician,16792.0,3,1,3.0,3,1,52.24,Medium Risk
EMP_8453,47.0,Unknown,Marketing Manager,18915.0,7,0,3.0,3,2,52.23,Medium Risk
EMP_8622,40.0,Legal,Sales Representative,20000.0,12,3,1.0,4,4,52.22,Medium Risk
EMP_4480,36.0,Human Resources,Supply Chain Manager,13974.5,18,7,4.0,2,1,52.2,Medium Risk
EMP_2649,54.0,Legal,Research Scientist,13974.5,2,1,4.0,3,2,52.19,Medium Risk
EMP_7718,28.0,Operations,Supply Chain Manager,24868.0,6,1,2.0,2,1,52.18,Medium Risk
EMP_4399,51.0,Operations,Marketing Manager,6567.0,3,2,2.0,1,1,52.17,Medium Risk
EMP_8763,28.0,Human Resources,Sales Representative,18132.0,12,2,4.0,1,2,52.15,Medium Risk
EMP_9151,39.0,Human Resources,Research Scientist,9347.0,4,1,4.0,3,2,52.14,Medium Risk
EMP_7594,38.0,IT,Marketing Manager,10493.0,7,3,2.0,1,1,52.14,Medium Risk
EMP_8741,40.0,Human Resources,Lab Technician,5897.0,20,5,4.0,2,3,52.13,Medium Risk
EMP_2876,60.0,IT,Sales Representative,20338.0,9,8,1.0,4,2,52.12,Medium Risk
EMP_6290,52.0,Operations,Research Scientist,3406.0,4,3,1.0,4,1,52.11,Medium Risk
EMP_9209,53.0,Marketing,Sales Representative,4231.0,4,0,4.0,4,2,52.11,Medium Risk
EMP_4040,55.0,Operations,Marketing Manager,19156.0,14,4,1.0,3,4,52.1,Medium Risk
EMP_1444,57.0,Sales,Supply Chain Manager,23420.0,5,0,2.0,4,2,52.08,Medium Risk
EMP_8722,33.0,Manufacturing,Marketing Manager,23830.0,10,8,2.0,4,1,52.08,Medium Risk
EMP_7363,24.0,Sales,Sales Representative,11898.0,7,2,2.0,3,3,52.07,Medium Risk
EMP_1718,34.0,Human Resources,Marketing Manager,3938.0,7,4,2.0,1,3,52.07,Medium Risk
EMP_9747,33.0,Operations,Lab Technician,16158.0,17,5,2.0,3,3,52.05,Medium Risk
EMP_5820,48.0,Customer Support,Sales Representative,3303.0,10,1,4.0,2,2,52.05,Medium Risk
EMP_8505,38.0,IT,HR Manager,15003.0,8,0,1.0,4,3,52.04,Medium Risk
EMP_5843,56.0,IT,Research Scientist,6745.0,40,10,1.0,4,3,52.03,Medium Risk
EMP_3109,33.0,Manufacturing,Recruiter,17337.0,14,3,3.0,4,3,52.03,Medium Risk
EMP_9902,44.0,Sales,IT Manager,20678.0,13,5,1.0,4,2,52.02,Medium Risk
EMP_2305,53.0,IT,Marketing Manager,8851.0,18,7,1.0,2,2,52.0,Medium Risk
EMP_8925,53.0,Sales,Research Scientist,21172.0,6,0,2.0,3,4,52.0,Medium Risk
EMP_6905,34.0,IT,Marketing Manager,4305.0,2,2,1.0,4,3,51.98,Medium Risk
EMP_2383,28.0,Human Resources,Sales Representative,19357.0,5,2,2.0,1,4,51.98,Medium Risk
EMP_9795,59.0,Human Resources,Supply Chain Manager,13974.5,17,4,2.0,1,3,51.98,Medium Risk
EMP_8577,52.0,Sales,Marketing Manager,23552.0,15,8,3.0,1,2,51.96,Medium Risk
EMP_5471,60.0,Sales,Supply Chain Manager,22513.0,10,0,1.0,1,2,51.95,Medium Risk
EMP_6605,25.0,Marketing,Software Engineer,12808.0,16,6,1.0,4,1,51.92,Medium Risk
EMP_4955,48.0,Marketing,Supply Chain Manager,5947.0,20,6,2.0,3,1,51.91,Medium Risk
EMP_8077,52.0,Operations,Production Technician,6066.0,5,1,1.0,3,1,51.91,Medium Risk
EMP_4569,44.0,Sales,Supply Chain Manager,20945.0,15,0,1.0,2,3,51.9,Medium Risk
EMP_8606,43.0,Marketing,Sales Representative,7733.0,6,3,3.0,4,3,51.9,Medium Risk
EMP_3254,32.0,IT,Paralegal,5989.0,8,6,2.0,3,1,51.89,Medium Risk
EMP_8930,52.0,Finance,Marketing Manager,6486.0,9,4,2.0,4,1,51.88,Medium Risk
EMP_7702,57.0,Finance,Marketing Manager,4739.0,40,2,4.0,3,2,51.87,Medium Risk
EMP_1597,58.0,Operations,Operations Manager,9106.0,10,6,2.0,3,2,51.87,Medium Risk
EMP_7263,30.0,IT,Support Specialist,17176.0,1,1,4.0,4,3,51.83,Medium Risk
EMP_8558,55.0,IT,Finance Analyst,13974.5,6,1,3.0,4,2,51.78,Medium Risk
EMP_7143,52.0,Customer Support,Supply Chain Manager,24477.0,1,1,4.0,4,2,51.76,Medium Risk
EMP_8692,44.0,Legal,Sales Representative,22125.0,18,2,2.0,1,2,51.74,Medium Risk
EMP_8839,35.0,Manufacturing,Operations Manager,13974.0,8,8,1.0,3,4,51.74,Medium Risk
