EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,Performance_Rating,Work_Life_Balance,Probability,Risk
EMP_8905,43.0,Customer Support,Marketing Executive,24051.0,14,6,2.0,4,2,39.74,Low Risk
EMP_2548,39.0,Finance,Finance Analyst,17570.0,4,4,2.0,2,1,39.74,Low Risk
EMP_8594,49.0,Human Resources,Accountant,16959.0,3,0,3.0,1,3,39.73,Low Risk
EMP_3603,41.0,Finance,Recruiter,4290.0,12,7,1.0,3,1,39.73,Low Risk
EMP_9605,51.0,Marketing,Paralegal,13974.5,10,8,3.0,3,3,39.73,Low Risk
EMP_3975,31.0,IT,Recruiter,11732.0,13,1,4.0,2,4,39.73,Low Risk
EMP_7465,44.0,Unknown,Research Scientist,4175.0,4,4,4.0,4,2,39.73,Low Risk
EMP_7819,33.0,Finance,Customer Service Rep,50000.0,13,0,1.0,4,3,39.73,Low Risk
EMP_9408,58.0,IT,Sales Executive,23525.0,20,0,4.0,4,4,39.73,Low Risk
EMP_1356,22.0,IT,Recruiter,23316.0,7,2,2.0,4,4,39.72,Low Risk
EMP_5409,41.0,Operations,Production Technician,18624.0,14,2,4.0,3,4,39.72,Low Risk
EMP_7200,58.0,Human Resources,Manufacturing Director,8572.0,6,1,4.0,1,3,39.72,Low Risk
EMP_5936,41.0,Legal,Sales Representative,23383.0,10,5,2.0,1,3,39.72,Low Risk
EMP_5678,45.0,Unknown,Executive,20689.0,6,6,4.0,2,2,39.72,Low Risk
EMP_6102,36.0,Customer Support,Customer Service Rep,24291.0,3,1,1.0,3,3,39.72,Low Risk
EMP_3130,22.0,Finance,Production Technician,4291.0,13,6,2.0,4,3,39.72,Low Risk
EMP_4669,54.0,Marketing,Marketing Executive,13737.0,11,1,3.0,4,2,39.72,Low Risk
EMP_3358,46.0,Manufacturing,HR Manager,24647.0,15,10,3.0,3,4,39.72,Low Risk
EMP_7597,49.0,Sales,Research Scientist,8358.0,10,7,2.0,2,1,39.72,Low Risk
EMP_3516,59.0,Human Resources,Recruiter,10357.0,17,5,4.0,1,4,39.71,Low Risk
EMP_7778,35.0,Legal,Recruiter,3181.0,13,5,3.0,3,2,39.71,Low Risk
EMP_3411,32.0,Operations,Software Engineer,9542.0,16,1,3.0,1,4,39.71,Low Risk
EMP_5701,28.0,Customer Support,Analyst,22038.0,1,1,2.0,4,1,39.7,Low Risk
EMP_1743,43.0,Marketing,Research Scientist,19006.0,19,5,4.0,4,4,39.7,Low Risk
EMP_7065,26.0,Marketing,Software Engineer,4579.0,5,2,3.0,2,3,39.7,Low Risk
EMP_3474,47.0,Human Resources,Marketing Executive,3457.0,14,10,2.0,4,4,39.7,Low Risk
EMP_7423,51.0,Operations,Support Specialist,13974.5,4,4,4.0,4,3,39.69,Low Risk
EMP_2929,32.0,Manufacturing,Research Scientist,10954.0,12,9,4.0,2,3,39.69,Low Risk
EMP_8846,46.0,Manufacturing,Operations Manager,10625.0,4,4,4.0,2,2,39.69,Low Risk
EMP_8005,27.0,Legal,Software Engineer,18646.0,1,1,1.0,1,4,39.69,Low Risk
EMP_3313,22.0,Human Resources,Support Specialist,6642.0,3,0,3.0,4,4,39.69,Low Risk
EMP_8125,25.0,Operations,Production Technician,13974.5,13,10,3.0,4,3,39.69,Low Risk
EMP_7909,55.0,Finance,Sales Representative,6372.0,18,4,1.0,1,4,39.68,Low Risk
EMP_1027,58.0,Customer Support,Marketing Executive,11346.0,2,2,4.0,1,3,39.67,Low Risk
EMP_1586,31.0,Customer Support,Finance Analyst,14861.0,15,5,4.0,3,1,39.67,Low Risk
EMP_1651,28.0,Customer Support,Marketing Executive,21093.0,17,2,1.0,1,3,39.67,Low Risk
EMP_5148,59.0,Human Resources,Recruiter,13829.0,11,5,2.0,1,4,39.67,Low Risk
EMP_5439,52.0,Marketing,Supply Chain Manager,14981.0,14,7,4.0,2,3,39.67,Low Risk
EMP_9955,52.0,Unknown,Paralegal,13974.5,3,0,1.0,2,2,39.66,Low Risk
EMP_5030,27.0,Operations,Marketing Manager,13974.5,15,7,4.0,1,4,39.66,Low Risk
EMP_6152,41.0,Unknown,Sales Representative,20785.0,20,1,1.0,1,4,39.65,Low Risk
EMP_1078,44.0,Sales,Manufacturing Director,12370.0,9,5,1.0,4,4,39.65,Low Risk
EMP_5880,47.0,Customer Support,Legal Counsel,14406.0,2,1,2.0,1,1,39.65,Low Risk
EMP_4268,25.0,Manufacturing,Legal Counsel,14074.0,11,0,1.0,4,2,39.65,Low Risk
EMP_4362,51.0,Operations,Support Specialist,16652.0,6,6,4.0,3,4,39.65,Low Risk
EMP_8993,45.0,Legal,Legal Counsel,12154.0,2,1,2.0,4,4,39.64,Low Risk
EMP_5962,41.0,Unknown,Recruiter,3794.0,14,3,1.0,3,3,39.64,Low Risk
EMP_2077,25.0,Marketing,Sales Representative,5177.0,8,6,3.0,1,3,39.64,Low Risk
EMP_2313,36.0,Finance,Sales Representative,13471.0,6,2,1.0,2,3,39.64,Low Risk
EMP_7435,40.0,Manufacturing,Paralegal,17000.0,4,0,2.0,1,4,39.64,Low Risk
EMP_9508,28.0,Finance,Software Engineer,21218.0,16,0,4.0,4,4,39.63,Low Risk
EMP_7917,25.0,Operations,Lab Technician,13974.5,7,5,3.0,1,1,39.63,Low Risk
EMP_4443,48.0,IT,Marketing Executive,18778.0,9,2,2.0,2,2,39.62,Low Risk
EMP_6926,30.0,Sales,Customer Service Rep,6965.0,5,0,4.0,4,1,39.62,Low Risk
EMP_5602,49.0,Legal,Recruiter,18127.0,1,0,3.0,2,2,39.62,Low Risk
EMP_6391,32.0,Finance,Recruiter,20601.0,6,1,2.0,3,3,39.61,Low Risk
EMP_2232,29.0,Operations,Legal Counsel,13974.5,16,6,2.0,3,2,39.61,Low Risk
EMP_9705,41.0,Unknown,HR Manager,16940.0,15,9,1.0,2,2,39.6,Low Risk
EMP_8447,37.0,Unknown,Sales Representative,4727.0,9,8,2.0,2,4,39.6,Low Risk
EMP_1517,41.0,Finance,Support Specialist,21804.0,4,0,3.0,3,1,39.6,Low Risk
EMP_7459,31.0,Manufacturing,Manufacturing Director,14002.0,20,10,1.0,3,3,39.6,Low Risk
EMP_2969,24.0,Human Resources,Software Engineer,24052.0,4,1,3.0,2,4,39.59,Low Risk
EMP_8687,45.0,Unknown,Operations Manager,21679.0,14,10,2.0,3,1,39.59,Low Risk
EMP_8339,24.0,Manufacturing,IT Manager,16467.0,9,7,1.0,3,1,39.59,Low Risk
EMP_8543,29.0,Customer Support,Production Technician,14447.0,12,2,3.0,2,1,39.59,Low Risk
EMP_9206,44.0,Operations,Research Scientist,17588.0,13,9,2.0,1,4,39.59,Low Risk
EMP_6948,45.0,Operations,IT Manager,16783.0,14,4,3.0,1,3,39.58,Low Risk
EMP_3217,55.0,Marketing,Finance Analyst,3537.0,11,3,3.0,3,2,39.58,Low Risk
EMP_8513,24.0,Sales,Support Specialist,12066.0,1,1,2.0,1,4,39.57,Low Risk
EMP_5163,50.0,Legal,Software Engineer,13692.0,18,9,2.0,1,1,39.57,Low Risk
EMP_4686,34.0,Sales,Recruiter,12469.0,10,9,3.0,4,2,39.57,Low Risk
EMP_5849,45.0,Marketing,Research Scientist,9381.0,12,9,4.0,1,1,39.57,Low Risk
EMP_5738,32.0,Marketing,Operations Manager,15086.0,19,2,2.0,2,1,39.57,Low Risk
EMP_4914,59.0,Legal,Software Engineer,10538.0,7,1,3.0,3,1,39.57,Low Risk
EMP_4897,26.0,Sales,Production Technician,10421.0,9,3,2.0,3,3,39.56,Low Risk
EMP_5477,37.0,Finance,Production Technician,7857.0,4,4,1.0,3,4,39.56,Low Risk
EMP_2643,37.0,Operations,Accountant,12623.0,20,9,4.0,4,2,39.55,Low Risk
EMP_3806,42.0,Finance,Accountant,4712.0,4,1,2.0,4,1,39.55,Low Risk
EMP_2417,40.0,Marketing,Customer Service Rep,21452.0,6,0,3.0,2,4,39.55,Low Risk
EMP_7956,27.0,IT,Paralegal,4128.0,5,3,3.0,3,3,39.55,Low Risk
EMP_6429,28.0,Customer Support,Software Engineer,22198.0,1,1,2.0,2,4,39.55,Low Risk
EMP_4105,56.0,Operations,Production Technician,7238.0,15,7,3.0,4,2,39.54,Low Risk
EMP_5297,59.0,Finance,Paralegal,12657.0,12,9,2.0,1,4,39.54,Low Risk
EMP_7679,23.0,Finance,IT Manager,9804.0,3,3,2.0,3,4,39.54,Low Risk
EMP_4463,51.0,Legal,Production Technician,20329.0,19,3,3.0,4,4,39.54,Low Risk
EMP_2579,41.0,Operations,Customer Service Rep,11416.0,5,2,3.0,2,2,39.53,Low Risk
EMP_4217,36.0,Manufacturing,Finance Analyst,16384.0,20,5,3.0,2,3,39.53,Low Risk
EMP_5735,24.0,Manufacturing,IT Manager,9566.0,14,4,2.0,3,3,39.53,Low Risk
EMP_4150,31.0,Human Resources,Paralegal,17945.0,18,5,2.0,1,2,39.53,Low Risk
EMP_3455,37.0,Manufacturing,IT Manager,13673.0,8,4,2.0,4,4,39.53,Low Risk
EMP_1567,50.0,Legal,Recruiter,19509.0,8,3,1.0,3,3,39.53,Low Risk
EMP_7381,50.0,Finance,Sales Executive,5952.0,5,3,1.0,1,3,39.53,Low Risk
EMP_1608,28.0,Operations,Software Engineer,16396.0,3,0,4.0,3,1,39.53,Low Risk
EMP_5633,60.0,Finance,Recruiter,12428.0,7,6,1.0,2,2,39.52,Low Risk
EMP_8311,41.0,Marketing,Production Technician,13522.0,8,3,1.0,1,4,39.52,Low Risk
EMP_3752,47.0,Manufacturing,Research Scientist,10818.0,16,8,4.0,3,4,39.52,Low Risk
EMP_6706,23.0,Marketing,HR Manager,15854.0,11,6,4.0,3,2,39.51,Low Risk
EMP_4633,33.0,Sales,Customer Service Rep,6427.0,13,4,1.0,2,3,39.51,Low Risk
EMP_3338,44.0,Human Resources,HR Manager,19266.0,7,4,4.0,2,3,39.51,Low Risk
EMP_4310,28.0,Human Resources,Sales Executive,7546.0,15,3,1.0,4,1,39.51,Low Risk
EMP_3396,48.0,Unknown,Production Technician,19763.0,2,0,2.0,2,2,39.51,Low Risk
EMP_7323,40.0,Manufacturing,Manufacturing Director,8423.0,20,2,4.0,3,1,39.51,Low Risk
EMP_1084,39.0,Manufacturing,Sales Representative,16764.0,18,7,3.0,2,4,39.5,Low Risk
EMP_7227,53.0,Finance,Production Technician,21186.0,12,2,2.0,4,3,39.5,Low Risk
EMP_5286,41.0,Marketing,Research Scientist,12137.0,9,4,3.0,3,1,39.49,Low Risk
EMP_5194,26.0,Manufacturing,Sales Representative,12724.0,7,5,4.0,1,4,39.48,Low Risk
EMP_1050,35.0,Human Resources,Sales Executive,20687.0,3,0,1.0,2,3,39.47,Low Risk
EMP_3667,53.0,IT,Customer Service Rep,12995.0,6,1,4.0,2,4,39.47,Low Risk
EMP_2300,59.0,Legal,Sales Executive,18588.0,15,6,4.0,3,2,39.47,Low Risk
EMP_6972,59.0,Legal,Marketing Executive,6326.0,15,4,3.0,3,1,39.47,Low Risk
EMP_8551,58.0,Human Resources,Sales Executive,14355.0,9,4,1.0,2,3,39.46,Low Risk
EMP_5798,28.0,Manufacturing,Customer Service Rep,21962.0,4,0,1.0,2,2,39.46,Low Risk
EMP_7427,53.0,Manufacturing,Finance Analyst,13291.0,12,7,1.0,3,4,39.46,Low Risk
EMP_7563,35.0,Customer Support,Recruiter,23702.0,12,10,1.0,2,3,39.46,Low Risk
EMP_4717,56.0,Human Resources,Manufacturing Director,13974.5,17,1,4.0,2,2,39.46,Low Risk
EMP_3958,32.0,Finance,Supply Chain Manager,14552.0,11,8,3.0,2,2,39.46,Low Risk
EMP_5963,57.0,Operations,IT Manager,22305.0,9,8,4.0,3,2,39.46,Low Risk
EMP_7654,50.0,Unknown,Accountant,15811.0,5,0,4.0,3,4,39.46,Low Risk
EMP_1976,27.0,Customer Support,Operations Manager,13974.5,20,7,3.0,4,3,39.45,Low Risk
EMP_9568,48.0,Sales,Support Specialist,3977.0,15,3,1.0,2,3,39.45,Low Risk
EMP_5807,49.0,Finance,Paralegal,18946.0,19,7,2.0,3,4,39.44,Low Risk
EMP_2543,38.0,Operations,Research Scientist,7055.0,5,2,4.0,2,4,39.43,Low Risk
EMP_2925,33.0,Human Resources,Marketing Executive,7766.0,4,0,2.0,3,1,39.42,Low Risk
EMP_4712,23.0,Human Resources,Marketing Executive,6886.0,8,2,2.0,4,1,39.42,Low Risk
EMP_2790,41.0,Manufacturing,Accountant,19172.0,15,8,1.0,2,2,39.42,Low Risk
EMP_7405,24.0,Operations,Paralegal,22648.0,4,4,4.0,1,3,39.42,Low Risk
EMP_1401,35.0,Customer Support,Operations Manager,14257.0,9,7,4.0,3,3,39.41,Low Risk
EMP_3585,35.0,Human Resources,Recruiter,18922.0,9,0,4.0,2,2,39.41,Low Risk
EMP_6242,35.0,IT,Support Specialist,21194.0,20,5,1.0,4,1,39.41,Low Risk
EMP_2288,36.0,Unknown,IT Manager,19104.0,20,5,2.0,1,3,39.41,Low Risk
EMP_6687,42.0,Finance,Manufacturing Director,13382.0,13,1,1.0,3,1,39.4,Low Risk
EMP_6002,58.0,Unknown,Sales Representative,8403.0,12,7,4.0,1,3,39.4,Low Risk
EMP_8614,31.0,Legal,Production Technician,22763.0,3,2,3.0,3,2,39.4,Low Risk
EMP_8556,41.0,Customer Support,Marketing Executive,8123.0,20,8,1.0,3,2,39.4,Low Risk
EMP_5171,42.0,Marketing,Operations Manager,24634.0,7,6,1.0,1,4,39.39,Low Risk
EMP_7906,26.0,Finance,HR Manager,5586.0,7,4,2.0,4,2,39.39,Low Risk
EMP_6054,31.0,Finance,Research Scientist,100000.0,9,3,4.0,1,2,39.39,Low Risk
EMP_9066,26.0,Finance,Supply Chain Manager,4639.0,2,0,3.0,3,3,39.39,Low Risk
EMP_5534,50.0,Operations,Paralegal,17169.0,20,5,4.0,1,4,39.38,Low Risk
EMP_7160,23.0,Unknown,Recruiter,19661.0,14,2,2.0,1,2,39.38,Low Risk
EMP_7221,28.0,Customer Support,Production Technician,12358.0,15,7,3.0,1,2,39.38,Low Risk
EMP_2057,51.0,Finance,Lab Technician,11789.0,11,6,4.0,1,4,39.38,Low Risk
EMP_8702,41.0,Unknown,Supply Chain Manager,7032.0,8,0,3.0,1,3,39.38,Low Risk
EMP_1588,40.0,Sales,Research Scientist,20985.0,18,1,2.0,1,4,39.38,Low Risk
EMP_2199,60.0,Human Resources,Support Specialist,3282.0,15,1,2.0,3,3,39.38,Low Risk
EMP_7708,55.0,IT,Unknown,13974.5,10,3,1.0,1,2,39.38,Low Risk
EMP_6884,27.0,Legal,Finance Analyst,18204.0,18,2,1.0,2,4,39.37,Low Risk
EMP_6335,47.0,Sales,Legal Counsel,12438.0,9,8,2.0,3,3,39.37,Low Risk
EMP_6039,31.0,IT,Production Technician,10710.0,11,4,2.0,2,1,39.37,Low Risk
EMP_1684,41.0,Manufacturing,Sales Representative,23611.0,12,8,2.0,2,4,39.37,Low Risk
EMP_6969,50.0,Unknown,Sales Executive,13135.0,17,4,4.0,2,2,39.37,Low Risk
EMP_2182,37.0,Human Resources,Marketing Executive,4317.0,8,3,1.0,1,2,39.37,Low Risk
EMP_8140,33.0,Unknown,Operations Manager,17512.0,15,3,2.0,3,2,39.36,Low Risk
EMP_3485,41.0,Legal,Legal Counsel,11387.0,20,5,3.0,4,2,39.36,Low Risk
EMP_2250,30.0,Finance,Operations Manager,11649.0,6,6,1.0,1,4,39.36,Low Risk
EMP_5228,32.0,Legal,Manufacturing Director,10074.0,18,3,2.0,4,1,39.36,Low Risk
EMP_9903,33.0,IT,Accountant,16678.0,10,8,3.0,3,3,39.36,Low Risk
EMP_1522,51.0,IT,Software Engineer,4314.0,18,5,4.0,4,4,39.35,Low Risk
EMP_5562,38.0,Human Resources,Manufacturing Director,7448.0,13,0,2.0,2,3,39.35,Low Risk
EMP_6452,33.0,Sales,Operations Manager,22315.0,19,3,4.0,3,4,39.35,Low Risk
EMP_5796,50.0,Operations,Customer Service Rep,3478.0,9,7,1.0,3,1,39.35,Low Risk
EMP_9106,55.0,IT,Customer Service Rep,8865.0,11,5,4.0,2,2,39.35,Low Risk
EMP_2770,32.0,Marketing,HR Manager,16292.0,4,2,4.0,3,4,39.35,Low Risk
EMP_1097,52.0,Legal,Finance Analyst,18533.0,3,2,2.0,3,4,39.35,Low Risk
EMP_4031,27.0,Sales,Software Engineer,8413.0,19,0,1.0,2,4,39.34,Low Risk
EMP_7988,57.0,Finance,Legal Counsel,4629.0,5,5,1.0,3,4,39.34,Low Risk
EMP_1425,56.0,Finance,Support Specialist,24640.0,10,0,3.0,1,3,39.34,Low Risk
EMP_5964,28.0,Legal,HR Manager,13939.0,15,1,4.0,3,4,39.34,Low Risk
EMP_2329,38.0,Operations,Software Engineer,17637.0,20,5,2.0,3,4,39.34,Low Risk
EMP_5050,46.0,Legal,IT Manager,17540.0,17,10,3.0,4,2,39.34,Low Risk
EMP_6742,40.0,Sales,Software Engineer,5526.0,19,5,2.0,1,4,39.34,Low Risk
EMP_9365,41.0,IT,Accountant,17808.0,6,3,1.0,1,3,39.33,Low Risk
EMP_2265,41.0,Unknown,Paralegal,16722.0,1,0,2.0,2,4,39.33,Low Risk
EMP_1594,36.0,Finance,Research Scientist,22185.0,17,9,2.0,2,1,39.33,Low Risk
EMP_4608,37.0,Unknown,Research Scientist,5098.0,11,0,2.0,1,3,39.32,Low Risk
EMP_4919,38.0,Operations,HR Manager,11101.0,9,8,4.0,2,3,39.32,Low Risk
EMP_6940,52.0,Customer Support,Legal Counsel,14159.0,20,9,1.0,2,3,39.32,Low Risk
EMP_8319,25.0,Manufacturing,Software Engineer,23992.0,7,6,3.0,3,1,39.32,Low Risk
EMP_3832,26.0,IT,Operations Manager,24874.0,6,5,3.0,2,2,39.32,Low Risk
EMP_6061,56.0,Marketing,Manufacturing Director,23284.0,16,5,2.0,4,2,39.31,Low Risk
EMP_4458,47.0,Sales,Recruiter,15354.0,6,6,3.0,2,1,39.31,Low Risk
